filename,fold,target,category,esc10,src_file,take
1cargo_000001.wav,,0,,,,
1cargo_000002.wav,,0,,,,
1cargo_000003.wav,,0,,,,
1cargo_000004.wav,,0,,,,
1cargo_000005.wav,,0,,,,
1cargo_000006.wav,,0,,,,
1cargo_000007.wav,,0,,,,
1cargo_000008.wav,,0,,,,
1cargo_000009.wav,,0,,,,
1cargo_000010.wav,,0,,,,
1cargo_000011.wav,,0,,,,
1cargo_000012.wav,,0,,,,
1cargo_000013.wav,,0,,,,
1cargo_000014.wav,,0,,,,
1cargo_000015.wav,,0,,,,
1cargo_000016.wav,,0,,,,
1cargo_000017.wav,,0,,,,
1cargo_000018.wav,,0,,,,
1cargo_000019.wav,,0,,,,
1cargo_000020.wav,,0,,,,
1cargo_000021.wav,,0,,,,
1cargo_000022.wav,,0,,,,
1cargo_000023.wav,,0,,,,
1cargo_000024.wav,,0,,,,
1cargo_000025.wav,,0,,,,
1cargo_000026.wav,,0,,,,
1cargo_000027.wav,,0,,,,
1cargo_000028.wav,,0,,,,
1cargo_000029.wav,,0,,,,
1cargo_000030.wav,,0,,,,
1cargo_000031.wav,,0,,,,
1cargo_000032.wav,,0,,,,
1cargo_000033.wav,,0,,,,
1cargo_000034.wav,,0,,,,
1cargo_000035.wav,,0,,,,
1cargo_000036.wav,,0,,,,
1cargo_000037.wav,,0,,,,
1cargo_000038.wav,,0,,,,
1cargo_000039.wav,,0,,,,
1cargo_000040.wav,,0,,,,
1cargo_000041.wav,,0,,,,
1cargo_000042.wav,,0,,,,
1cargo_000043.wav,,0,,,,
1cargo_000044.wav,,0,,,,
1cargo_000045.wav,,0,,,,
1cargo_000046.wav,,0,,,,
1cargo_000047.wav,,0,,,,
1cargo_000048.wav,,0,,,,
1cargo_000049.wav,,0,,,,
1cargo_000050.wav,,0,,,,
1cargo_000051.wav,,0,,,,
1cargo_000052.wav,,0,,,,
1cargo_000053.wav,,0,,,,
1cargo_000054.wav,,0,,,,
1cargo_000055.wav,,0,,,,
1cargo_000056.wav,,0,,,,
1cargo_000057.wav,,0,,,,
1cargo_000058.wav,,0,,,,
1cargo_000059.wav,,0,,,,
1cargo_000060.wav,,0,,,,
1cargo_000061.wav,,0,,,,
1cargo_000062.wav,,0,,,,
1cargo_000063.wav,,0,,,,
1cargo_000064.wav,,0,,,,
1cargo_000065.wav,,0,,,,
1cargo_000066.wav,,0,,,,
1cargo_000067.wav,,0,,,,
1cargo_000068.wav,,0,,,,
1cargo_000069.wav,,0,,,,
1cargo_000070.wav,,0,,,,
1cargo_000071.wav,,0,,,,
1cargo_000072.wav,,0,,,,
1cargo_000073.wav,,0,,,,
1cargo_000074.wav,,0,,,,
1cargo_000075.wav,,0,,,,
1cargo_000076.wav,,0,,,,
1cargo_000077.wav,,0,,,,
1cargo_000078.wav,,0,,,,
1cargo_000079.wav,,0,,,,
1cargo_000080.wav,,0,,,,
1cargo_000081.wav,,0,,,,
1cargo_000082.wav,,0,,,,
1cargo_000083.wav,,0,,,,
1cargo_000084.wav,,0,,,,
1cargo_000085.wav,,0,,,,
1cargo_000086.wav,,0,,,,
1cargo_000087.wav,,0,,,,
1cargo_000088.wav,,0,,,,
1cargo_000089.wav,,0,,,,
1cargo_000090.wav,,0,,,,
1cargo_000091.wav,,0,,,,
1cargo_000092.wav,,0,,,,
1cargo_000093.wav,,0,,,,
1cargo_000094.wav,,0,,,,
1cargo_000095.wav,,0,,,,
1cargo_000096.wav,,0,,,,
1cargo_000097.wav,,0,,,,
1cargo_000098.wav,,0,,,,
1cargo_000099.wav,,0,,,,
1cargo_000100.wav,,0,,,,
1cargo_000101.wav,,0,,,,
1cargo_000102.wav,,0,,,,
1cargo_000103.wav,,0,,,,
1cargo_000104.wav,,0,,,,
1cargo_000105.wav,,0,,,,
1cargo_000106.wav,,0,,,,
1cargo_000107.wav,,0,,,,
1cargo_000108.wav,,0,,,,
1cargo_000109.wav,,0,,,,
1cargo_000110.wav,,0,,,,
1cargo_000111.wav,,0,,,,
1cargo_000112.wav,,0,,,,
1cargo_000113.wav,,0,,,,
1cargo_000114.wav,,0,,,,
1cargo_000115.wav,,0,,,,
1cargo_000116.wav,,0,,,,
1cargo_000117.wav,,0,,,,
1cargo_000118.wav,,0,,,,
1cargo_000119.wav,,0,,,,
1cargo_000120.wav,,0,,,,
1cargo_000121.wav,,0,,,,
1cargo_000122.wav,,0,,,,
1cargo_000123.wav,,0,,,,
1cargo_000124.wav,,0,,,,
1cargo_000125.wav,,0,,,,
1cargo_000126.wav,,0,,,,
1cargo_000127.wav,,0,,,,
1cargo_000128.wav,,0,,,,
1cargo_000129.wav,,0,,,,
1cargo_000130.wav,,0,,,,
1cargo_000131.wav,,0,,,,
1cargo_000132.wav,,0,,,,
1cargo_000133.wav,,0,,,,
1cargo_000134.wav,,0,,,,
1cargo_000135.wav,,0,,,,
1cargo_000136.wav,,0,,,,
1cargo_000137.wav,,0,,,,
1cargo_000138.wav,,0,,,,
1cargo_000139.wav,,0,,,,
1cargo_000140.wav,,0,,,,
1cargo_000141.wav,,0,,,,
1cargo_000142.wav,,0,,,,
1cargo_000143.wav,,0,,,,
1cargo_000144.wav,,0,,,,
1cargo_000145.wav,,0,,,,
1cargo_000146.wav,,0,,,,
1cargo_000147.wav,,0,,,,
1cargo_000148.wav,,0,,,,
1cargo_000149.wav,,0,,,,
1cargo_000150.wav,,0,,,,
1cargo_000151.wav,,0,,,,
1cargo_000152.wav,,0,,,,
1cargo_000153.wav,,0,,,,
1cargo_000154.wav,,0,,,,
1cargo_000155.wav,,0,,,,
1cargo_000156.wav,,0,,,,
1cargo_000157.wav,,0,,,,
1cargo_000158.wav,,0,,,,
1cargo_000159.wav,,0,,,,
1cargo_000160.wav,,0,,,,
1cargo_000161.wav,,0,,,,
1cargo_000162.wav,,0,,,,
1cargo_000163.wav,,0,,,,
1cargo_000164.wav,,0,,,,
1cargo_000165.wav,,0,,,,
1cargo_000166.wav,,0,,,,
1cargo_000167.wav,,0,,,,
1cargo_000168.wav,,0,,,,
1cargo_000169.wav,,0,,,,
1cargo_000170.wav,,0,,,,
1cargo_000171.wav,,0,,,,
1cargo_000172.wav,,0,,,,
1cargo_000173.wav,,0,,,,
1cargo_000174.wav,,0,,,,
1cargo_000175.wav,,0,,,,
1cargo_000176.wav,,0,,,,
1cargo_000177.wav,,0,,,,
1cargo_000178.wav,,0,,,,
1cargo_000179.wav,,0,,,,
1cargo_000180.wav,,0,,,,
1cargo_000181.wav,,0,,,,
1cargo_000182.wav,,0,,,,
1cargo_000183.wav,,0,,,,
1cargo_000184.wav,,0,,,,
1cargo_000185.wav,,0,,,,
1cargo_000186.wav,,0,,,,
1cargo_000187.wav,,0,,,,
1cargo_000188.wav,,0,,,,
1cargo_000189.wav,,0,,,,
1cargo_000190.wav,,0,,,,
1cargo_000191.wav,,0,,,,
1cargo_000192.wav,,0,,,,
1cargo_000193.wav,,0,,,,
1cargo_000194.wav,,0,,,,
1cargo_000195.wav,,0,,,,
1cargo_000196.wav,,0,,,,
1cargo_000197.wav,,0,,,,
1cargo_000198.wav,,0,,,,
1cargo_000199.wav,,0,,,,
1cargo_000200.wav,,0,,,,
1cargo_000201.wav,,0,,,,
1cargo_000202.wav,,0,,,,
1cargo_000203.wav,,0,,,,
1cargo_000204.wav,,0,,,,
1cargo_000205.wav,,0,,,,
1cargo_000206.wav,,0,,,,
1cargo_000207.wav,,0,,,,
1cargo_000208.wav,,0,,,,
1cargo_000209.wav,,0,,,,
1cargo_000210.wav,,0,,,,
1cargo_000211.wav,,0,,,,
1cargo_000212.wav,,0,,,,
1cargo_000213.wav,,0,,,,
1cargo_000214.wav,,0,,,,
1cargo_000215.wav,,0,,,,
1cargo_000216.wav,,0,,,,
1cargo_000217.wav,,0,,,,
1cargo_000218.wav,,0,,,,
1cargo_000219.wav,,0,,,,
1cargo_000220.wav,,0,,,,
1cargo_000221.wav,,0,,,,
1cargo_000222.wav,,0,,,,
1cargo_000223.wav,,0,,,,
1cargo_000224.wav,,0,,,,
1cargo_000225.wav,,0,,,,
1cargo_000226.wav,,0,,,,
1cargo_000227.wav,,0,,,,
1cargo_000228.wav,,0,,,,
1cargo_000229.wav,,0,,,,
1cargo_000230.wav,,0,,,,
1cargo_000231.wav,,0,,,,
1cargo_000232.wav,,0,,,,
1cargo_000233.wav,,0,,,,
1cargo_000234.wav,,0,,,,
1cargo_000235.wav,,0,,,,
1cargo_000236.wav,,0,,,,
1cargo_000237.wav,,0,,,,
1cargo_000238.wav,,0,,,,
1cargo_000239.wav,,0,,,,
1cargo_000240.wav,,0,,,,
1cargo_000241.wav,,0,,,,
1cargo_000242.wav,,0,,,,
1cargo_000243.wav,,0,,,,
1cargo_000244.wav,,0,,,,
1cargo_000245.wav,,0,,,,
1cargo_000246.wav,,0,,,,
1cargo_000247.wav,,0,,,,
1cargo_000248.wav,,0,,,,
1cargo_000249.wav,,0,,,,
1cargo_000250.wav,,0,,,,
1cargo_000251.wav,,0,,,,
1cargo_000252.wav,,0,,,,
1cargo_000253.wav,,0,,,,
1cargo_000254.wav,,0,,,,
1cargo_000255.wav,,0,,,,
1cargo_000256.wav,,0,,,,
1cargo_000257.wav,,0,,,,
1cargo_000258.wav,,0,,,,
1cargo_000259.wav,,0,,,,
1cargo_000260.wav,,0,,,,
1cargo_000261.wav,,0,,,,
1cargo_000262.wav,,0,,,,
1cargo_000263.wav,,0,,,,
1cargo_000264.wav,,0,,,,
1cargo_000265.wav,,0,,,,
1cargo_000266.wav,,0,,,,
1cargo_000267.wav,,0,,,,
1cargo_000268.wav,,0,,,,
1cargo_000269.wav,,0,,,,
1cargo_000270.wav,,0,,,,
1cargo_000271.wav,,0,,,,
1cargo_000272.wav,,0,,,,
1cargo_000273.wav,,0,,,,
1cargo_000274.wav,,0,,,,
1cargo_000275.wav,,0,,,,
1cargo_000276.wav,,0,,,,
1cargo_000277.wav,,0,,,,
1cargo_000278.wav,,0,,,,
1cargo_000279.wav,,0,,,,
1cargo_000280.wav,,0,,,,
1cargo_000281.wav,,0,,,,
1cargo_000282.wav,,0,,,,
1cargo_000283.wav,,0,,,,
1cargo_000284.wav,,0,,,,
1cargo_000285.wav,,0,,,,
1cargo_000286.wav,,0,,,,
1cargo_000287.wav,,0,,,,
1cargo_000288.wav,,0,,,,
1cargo_000289.wav,,0,,,,
1cargo_000290.wav,,0,,,,
1cargo_000291.wav,,0,,,,
1cargo_000292.wav,,0,,,,
1cargo_000293.wav,,0,,,,
1cargo_000294.wav,,0,,,,
1cargo_000295.wav,,0,,,,
1cargo_000296.wav,,0,,,,
1cargo_000297.wav,,0,,,,
1cargo_000298.wav,,0,,,,
1cargo_000299.wav,,0,,,,
1cargo_000300.wav,,0,,,,
1cargo_000301.wav,,0,,,,
1cargo_000302.wav,,0,,,,
1cargo_000303.wav,,0,,,,
1cargo_000304.wav,,0,,,,
1cargo_000305.wav,,0,,,,
1cargo_000306.wav,,0,,,,
1cargo_000307.wav,,0,,,,
1cargo_000308.wav,,0,,,,
1cargo_000309.wav,,0,,,,
1cargo_000310.wav,,0,,,,
1cargo_000311.wav,,0,,,,
1cargo_000312.wav,,0,,,,
1cargo_000313.wav,,0,,,,
1cargo_000314.wav,,0,,,,
1cargo_000315.wav,,0,,,,
1cargo_000316.wav,,0,,,,
1cargo_000317.wav,,0,,,,
1cargo_000318.wav,,0,,,,
1cargo_000319.wav,,0,,,,
1cargo_000320.wav,,0,,,,
1cargo_000321.wav,,0,,,,
1cargo_000322.wav,,0,,,,
1cargo_000323.wav,,0,,,,
1cargo_000324.wav,,0,,,,
1cargo_000325.wav,,0,,,,
1cargo_000326.wav,,0,,,,
1cargo_000327.wav,,0,,,,
1cargo_000328.wav,,0,,,,
1cargo_000329.wav,,0,,,,
1cargo_000330.wav,,0,,,,
1cargo_000331.wav,,0,,,,
1cargo_000332.wav,,0,,,,
1cargo_000333.wav,,0,,,,
1cargo_000334.wav,,0,,,,
1cargo_000335.wav,,0,,,,
1cargo_000336.wav,,0,,,,
1cargo_000337.wav,,0,,,,
1cargo_000338.wav,,0,,,,
1cargo_000339.wav,,0,,,,
1cargo_000340.wav,,0,,,,
1cargo_000341.wav,,0,,,,
1cargo_000342.wav,,0,,,,
1cargo_000343.wav,,0,,,,
1cargo_000344.wav,,0,,,,
1cargo_000345.wav,,0,,,,
1cargo_000346.wav,,0,,,,
1cargo_000347.wav,,0,,,,
1cargo_000348.wav,,0,,,,
1cargo_000349.wav,,0,,,,
1cargo_000350.wav,,0,,,,
1cargo_000351.wav,,0,,,,
1cargo_000352.wav,,0,,,,
1cargo_000353.wav,,0,,,,
1cargo_000354.wav,,0,,,,
1cargo_000355.wav,,0,,,,
1cargo_000356.wav,,0,,,,
1cargo_000357.wav,,0,,,,
1cargo_000358.wav,,0,,,,
1cargo_000359.wav,,0,,,,
1cargo_000360.wav,,0,,,,
1cargo_000361.wav,,0,,,,
1cargo_000362.wav,,0,,,,
1cargo_000363.wav,,0,,,,
1cargo_000364.wav,,0,,,,
1cargo_000365.wav,,0,,,,
1cargo_000366.wav,,0,,,,
1cargo_000367.wav,,0,,,,
1cargo_000368.wav,,0,,,,
1cargo_000369.wav,,0,,,,
1cargo_000370.wav,,0,,,,
1cargo_000371.wav,,0,,,,
1cargo_000372.wav,,0,,,,
1cargo_000373.wav,,0,,,,
1cargo_000374.wav,,0,,,,
1cargo_000375.wav,,0,,,,
1cargo_000376.wav,,0,,,,
1cargo_000377.wav,,0,,,,
1cargo_000378.wav,,0,,,,
1cargo_000379.wav,,0,,,,
1cargo_000380.wav,,0,,,,
1cargo_000381.wav,,0,,,,
1cargo_000382.wav,,0,,,,
1cargo_000383.wav,,0,,,,
1cargo_000384.wav,,0,,,,
1cargo_000385.wav,,0,,,,
1cargo_000386.wav,,0,,,,
1cargo_000387.wav,,0,,,,
1cargo_000388.wav,,0,,,,
1cargo_000389.wav,,0,,,,
1cargo_000390.wav,,0,,,,
1cargo_000391.wav,,0,,,,
